strategy,scaling_point,run,checkpoint_selection,selected_round,selected_checkpoint,threshold_regime,selected_threshold,minimum_validation_recall_requirement,validation_candidate_threshold_count,validation_eligible_threshold_count,validation_roc_auc,validation_average_precision,test_roc_auc,test_average_precision,validation_tp,validation_fp,validation_tn,validation_fn,validation_mcc,validation_recall,validation_specificity,validation_precision,validation_f1,validation_balanced_accuracy,test_tp,test_fp,test_tn,test_fn,test_mcc,test_recall,test_specificity,test_precision,test_f1,test_accuracy,test_balanced_accuracy,test_false_positive_rate,test_false_negative_rate,test_predicted_positive_rate,test_false_positives_per_1000_negatives,validation_n_samples,test_n_samples
FedProx,16,5,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_5/model_round_80_run_5.pt,minimum_recall,0.5821202397346497,0.8,24655,15216,0.8238048874408677,0.4093490451957324,0.8191445618039527,0.4066352038908285,2828,6672,15161,707,0.3537639793667138,0.8,0.6944075482068428,0.2976842105263158,0.43390870732642883,0.7472037741034214,5647,13641,30027,1422,0.3470251610162029,0.798840005658509,0.6876202253366309,0.29277270841974284,0.4285009674849186,0.7031160691408637,0.74323011549757,0.3123797746633691,0.201159994341491,0.3801564932889213,312.37977466336906,25368,50737
FedProx,32,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_1/model_round_80_run_1.pt,mcc_optimal,0.69876629114151,,24661,,0.8192526255785931,0.4027263479305578,0.8148620489641403,0.3944154739754708,2364,4347,17486,1171,0.3687236023898366,0.6687411598302687,0.8008977236293684,0.35225748770675014,0.4614483700956471,0.7348194417298186,4659,9040,34628,2410,0.3526036865024459,0.6590748337812986,0.7929834203535769,0.3400978173589313,0.448671032357473,0.7743264284447248,0.7260291270674377,0.20701657964642306,0.3409251662187014,0.2700001970948223,207.01657964642305,25368,50737
FedProx,32,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_1/model_round_80_run_1.pt,minimum_recall,0.5684102177619934,0.8,24661,14982,0.8192526255785931,0.4027263479305578,0.8148620489641403,0.3944154739754708,2828,6901,14932,707,0.34465561162775443,0.8,0.6839188384555489,0.29067735635728237,0.4264173703256936,0.7419594192277745,5689,14165,29503,1380,0.3408644643482844,0.8047814400905361,0.6756205917376569,0.28654175481011385,0.42261263603610294,0.693616098705087,0.7402010159140965,0.3243794082623431,0.1952185599094639,0.3913120602321777,324.37940826234313,25368,50737
FedProx,32,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_2/model_round_80_run_2.pt,mcc_optimal,0.6930774450302124,,24662,,0.8185999406190659,0.3924092338297382,0.8126381900141778,0.38569641433947344,2345,4398,17435,1190,0.3621188411609288,0.6633663366336634,0.7985618101039711,0.34776805576153047,0.45631445806577153,0.7309640733688172,4645,9209,34459,2424,0.3468142688760486,0.6570943556372896,0.7891133095172667,0.3352822289591454,0.44400898532715194,0.7707195931962867,0.7231038325772781,0.21088669048273334,0.3429056443627104,0.2730551668407671,210.88669048273334,25368,50737
FedProx,32,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_2/model_round_80_run_2.pt,minimum_recall,0.5714647173881531,0.8,24662,15071,0.8185999406190659,0.3924092338297382,0.8126381900141778,0.38569641433947344,2828,6822,15011,707,0.34777382269297935,0.8,0.6875372143086154,0.2930569948186528,0.4289723170269245,0.7437686071543077,5643,13907,29761,1426,0.34139989741934174,0.7982741547602207,0.6815288082806632,0.2886445012787724,0.42398286937901497,0.6977945089382502,0.7399014815204419,0.3184711917193368,0.20172584523977932,0.38532037763367954,318.4711917193368,25368,50737
FedProx,32,3,highest_validation_average_precision,24,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_3/model_round_24_run_3.pt,mcc_optimal,0.35548192262649536,,24661,,0.8076698904653047,0.3956276404814719,0.8056273429966226,0.3934363567731626,2396,4850,16983,1139,0.3493277883768539,0.6777934936350778,0.7778592039573123,0.33066519459011867,0.4444856692329098,0.7278263487961951,4815,9930,33738,2254,0.3460568746810577,0.6811430188145424,0.7726023632866172,0.32655137334689727,0.4414596130925094,0.7598596684865089,0.7268726910505798,0.22739763671338276,0.3188569811854576,0.29061631550939154,227.39763671338275,25368,50737
FedProx,32,3,highest_validation_average_precision,24,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_3/model_round_24_run_3.pt,minimum_recall,0.22316406667232513,0.8,24661,14686,0.8076698904653047,0.3956276404814719,0.8056273429966226,0.3934363567731626,2828,7200,14633,707,0.33307063151692884,0.8,0.6702239728850822,0.2820103709613083,0.41701688417016886,0.735111986442541,5653,14764,28904,1416,0.3259556951539189,0.7996887820059414,0.6619034533296694,0.2768771122104129,0.41133668049188676,0.6811005774878294,0.7307961176678054,0.3380965466703306,0.2003112179940586,0.4024084987287384,338.0965466703306,25368,50737
FedProx,32,4,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_4/model_round_80_run_4.pt,mcc_optimal,0.729727029800415,,24671,,0.8169191608850803,0.39640914143256606,0.8141657399413387,0.38952198359992046,2184,3798,18035,1351,0.3621053474437693,0.6178217821782178,0.8260431456968809,0.3650952858575727,0.45896816223599873,0.7219324639375493,4320,7795,35873,2749,0.35138327696163496,0.6111189701513651,0.8214940001832005,0.35658274865868755,0.45037531276063386,0.7921832193468278,0.7163064851672828,0.1785059998167995,0.38888102984863493,0.23878037723948992,178.5059998167995,25368,50737
FedProx,32,4,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_4/model_round_80_run_4.pt,minimum_recall,0.5768868923187256,0.8,24671,15064,0.8169191608850803,0.39640914143256606,0.8141657399413387,0.38952198359992046,2828,6825,15008,707,0.34765495540990976,0.8,0.6873998076306509,0.29296591733139954,0.4288747346072187,0.7436999038153255,5655,14044,29624,1414,0.33989866269724456,0.7999717074550856,0.6783914994961986,0.28707040966546526,0.422519426180514,0.6953308236592625,0.7391816034756421,0.3216085005038014,0.2000282925449144,0.3882570904862329,321.6085005038014,25368,50737
FedProx,32,5,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_5/model_round_80_run_5.pt,mcc_optimal,0.6858153343200684,,24656,,0.8156826756999628,0.38632224510136437,0.8106416390638125,0.3839291322393086,2400,4605,17228,1135,0.36251564215321375,0.6789250353606789,0.7890807493244172,0.3426124197002141,0.45540796963946867,0.7340028923425481,4722,9526,34142,2347,0.3466264658098214,0.6679869854293393,0.7818539891911698,0.331414935429534,0.4430266923113008,0.7659893174606303,0.7249204873102546,0.21814601080883023,0.3320130145706607,0.2808207028401364,218.14601080883023,25368,50737
FedProx,32,5,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_32_clients.json/FedProx/bestPRROC/run_5/model_round_80_run_5.pt,minimum_recall,0.5680357217788696,0.8,24656,14942,0.8156826756999628,0.38632224510136437,0.8106416390638125,0.3839291322393086,2828,6934,14899,707,0.34336035012359944,0.8,0.6824073649979389,0.28969473468551526,0.42535910355719336,0.7412036824989694,5649,14121,29547,1420,0.3378217166514567,0.7991229311076531,0.6766281945589447,0.28573596358118364,0.42095458102015726,0.6936949366340146,0.7378755628332989,0.32337180544105526,0.2008770688923469,0.389656463724698,323.37180544105524,25368,50737
FedProx,64,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_1/model_round_80_run_1.pt,mcc_optimal,0.7435513734817505,,24662,,0.8180394302099433,0.3999735499856555,0.813327679877979,0.3939595696884104,2085,3385,18448,1450,0.3661155648357922,0.5898161244695899,0.8449594650300004,0.3811700182815356,0.4630760688506385,0.7173877947497951,4058,7024,36644,3011,0.34631306866835193,0.5740557363134814,0.8391499496198589,0.3661793900018047,0.4471378987383615,0.8022153458028658,0.7066028429666702,0.1608500503801411,0.4259442636865186,0.2184204820939354,160.8500503801411,25368,50737
FedProx,64,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_1/model_round_80_run_1.pt,minimum_recall,0.5593429207801819,0.8,24662,14875,0.8180394302099433,0.3999735499856555,0.813327679877979,0.3939595696884104,2828,7021,14812,707,0.33996573121554324,0.8,0.6784225713369669,0.287135749822317,0.4225941422594142,0.7392112856684835,5699,14328,29340,1370,0.3387013653010359,0.8061960673362569,0.6718878812860676,0.2845658361212363,0.42065249483318573,0.690600547923606,0.7390419743111623,0.3281121187139324,0.19380393266374307,0.3947218006582967,328.11211871393243,25368,50737
FedProx,64,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_2/model_round_80_run_2.pt,mcc_optimal,0.7203483581542969,,24655,,0.8155746290910474,0.38901825831446085,0.8125394353098813,0.3890866325511925,2192,3946,17887,1343,0.35526976864001425,0.6200848656294201,0.8192644162506297,0.3571195829260345,0.4532203039387987,0.719674640940025,4360,8072,35596,2709,0.34775543673981324,0.6167774791342481,0.8151506824219108,0.3507078507078507,0.4471565560740475,0.787512072057867,0.7159640807780794,0.1848493175780892,0.3832225208657519,0.24502828310700278,184.8493175780892,25368,50737
FedProx,64,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_2/model_round_80_run_2.pt,minimum_recall,0.5728824734687805,0.8,24655,15078,0.8155746290910474,0.38901825831446085,0.8125394353098813,0.3890866325511925,2828,6806,15027,707,0.3484083929755304,0.8,0.6882700499244263,0.29354369939796554,0.4294935074796871,0.7441350249622132,5597,13974,29694,1472,0.3356108394785101,0.7917668694299053,0.6799945039846111,0.2859843646211231,0.4201951951951952,0.6955673374460453,0.7358806867072583,0.32000549601538886,0.20823313057009474,0.3857342767605495,320.00549601538887,25368,50737
FedProx,64,3,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_3/model_round_80_run_3.pt,mcc_optimal,0.6758575439453125,,24653,,0.8155643543625584,0.39354360521716775,0.81291404038339,0.38981566872956785,2496,5018,16815,1039,0.3612266824927285,0.7060820367751061,0.7701644299912975,0.33217993079584773,0.45180559326635894,0.7381232333832017,4952,10315,33353,2117,0.3505585235091418,0.7005234120809167,0.7637858386003481,0.32435973013689656,0.44340974212034384,0.7549717168929972,0.7321546253406324,0.2362141613996519,0.29947658791908327,0.3009046652344443,236.2141613996519,25368,50737
FedProx,64,3,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_3/model_round_80_run_3.pt,minimum_recall,0.5633161067962646,0.8,24653,14766,0.8155643543625584,0.39354360521716775,0.81291404038339,0.38981566872956785,2828,7119,14714,707,0.3361761599762075,0.8,0.6739339531901251,0.28430682617874736,0.4195223260643821,0.7369669765950626,5721,14594,29074,1348,0.3357744795026772,0.8093082472768426,0.6657964642300999,0.28161457051439825,0.41783523225241015,0.685791434259022,0.7375523557534712,0.33420353576990014,0.19069175272315741,0.4003981315410844,334.20353576990016,25368,50737
FedProx,64,4,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_4/model_round_80_run_4.pt,mcc_optimal,0.6695119738578796,,24656,,0.8185236381271721,0.3974783006401869,0.8115444957154494,0.38283878675961713,2500,4997,16836,1035,0.36305280905460996,0.7072135785007072,0.7711262767370494,0.33346672002134187,0.45322697606961565,0.7391699276188783,4985,10374,33294,2084,0.35246140628331424,0.7051916819917952,0.7624347348172575,0.32456540139331985,0.44453361869092206,0.7544592703549677,0.7338132084045264,0.23756526518274246,0.29480831800820484,0.3027179375997793,237.56526518274245,25368,50737
FedProx,64,4,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_64_clients.json/FedProx/bestPRROC/run_4/model_round_80_run_4.pt,minimum_recall,0.5820150971412659,0.8,24656,15200,0.8185236381271721,0.3974783006401869,0.8115444957154494,0.38283878675961713,2828,6686,15147,707,0.35320096102934184,0.8,0.6937663170430083,0.2972461635484549,0.4334431757222776,0.7468831585215041,5619,13900,29768,1450,0.3391988280440077,0.7948790493704909,0.6816891087295044,0.287873354167734,0.4226718820520536,0.6974594477403079,0.7382840790499976,0.3183108912704956,0.20512095062950908,0.3847093836844906,318.31089127049563,25368,50737
